Iteration,Death,Replace,Mutation,Migration,Time,Found,Score
37500,0.1,0.0,0.0,1.0,15187,16355,177.84162886570746
37500,0.1,0.0,0.1,0.9,16225,33953,15.243424445060374
37500,0.1,0.0,0.2,0.8,16487,33953,15.243424445060374
37500,0.1,0.0,0.30000000000000004,0.7,16676,33953,15.243424445060374
37500,0.1,0.0,0.4,0.6,16784,33953,15.243424445060374
37500,0.1,0.0,0.5,0.5,16477,33953,15.243424445060374
37500,0.1,0.0,0.6000000000000001,0.3999999999999999,16239,33953,15.243424445060374
37500,0.1,0.0,0.7000000000000001,0.29999999999999993,16459,33953,15.243424445060374
37500,0.1,0.0,0.8,0.19999999999999996,16652,33953,15.243424445060374
37500,0.1,0.0,0.9,0.09999999999999998,16621,33953,15.243424445060374
37500,0.1,0.0,1.0,0.0,17430,33953,15.243424445060374
37500,0.1,0.1,0.0,0.9,16952,16355,177.84162886570746
37500,0.1,0.1,0.1,0.8,17107,34014,13.647605769304075
37500,0.1,0.1,0.2,0.7,16982,21656,13.647461827270881
37500,0.1,0.1,0.30000000000000004,0.6,17019,33925,17.011282572081395
37500,0.1,0.1,0.4,0.5,17054,29624,17.697337228196947
37500,0.1,0.1,0.5,0.4,16767,25819,13.646467178617039
37500,0.1,0.1,0.6000000000000001,0.29999999999999993,16904,15927,17.12337183985874
37500,0.1,0.1,0.7000000000000001,0.19999999999999996,16982,36101,15.296536263374403
37500,0.1,0.1,0.8,0.09999999999999998,17095,35974,13.733335695948181
37500,0.1,0.1,0.9,0.0,16776,37038,13.647347020682322
37500,0.1,0.2,0.0,0.8,16858,16355,177.84162886570746
37500,0.1,0.2,0.1,0.7,16875,34825,17.385849356227798
37500,0.1,0.2,0.2,0.6,17318,37458,13.680156996644612
37500,0.1,0.2,0.30000000000000004,0.5,17083,30949,16.87978956001192
37500,0.1,0.2,0.4,0.3999999999999999,17128,35494,13.645181437550914
37500,0.1,0.2,0.5,0.30000000000000004,17098,37457,18.30713511540616
37500,0.1,0.2,0.6000000000000001,0.19999999999999996,17092,35456,13.645700003811598
37500,0.1,0.2,0.7000000000000001,0.09999999999999987,16953,32658,13.64646717861704
37500,0.1,0.2,0.8,0.0,16995,32770,17.39113136353366
37500,0.1,0.30000000000000004,0.0,0.7,16792,16355,177.84162886570746
37500,0.1,0.30000000000000004,0.1,0.6,16894,36770,16.976760614551477
37500,0.1,0.30000000000000004,0.2,0.5,17167,37421,13.663388693494067
37500,0.1,0.30000000000000004,0.30000000000000004,0.3999999999999999,17273,26132,13.645625280276061
37500,0.1,0.30000000000000004,0.4,0.29999999999999993,16904,25828,16.3844024684375
37500,0.1,0.30000000000000004,0.5,0.19999999999999996,16861,20702,13.645100009568184
37500,0.1,0.30000000000000004,0.6000000000000001,0.09999999999999987,17097,32462,14.199741455996046
37500,0.1,0.30000000000000004,0.7000000000000001,0.0,16905,27941,17.7494199863374
37500,0.1,0.4,0.0,0.6,16771,16355,177.84162886570746
37500,0.1,0.4,0.1,0.5,16886,37247,14.298941423189829
37500,0.1,0.4,0.2,0.3999999999999999,17076,30552,17.283595769583822
37500,0.1,0.4,0.30000000000000004,0.29999999999999993,17064,37047,17.259627273235907
37500,0.1,0.4,0.4,0.19999999999999996,17114,37020,17.381290626608262
37500,0.1,0.4,0.5,0.09999999999999998,17076,32063,13.648820584120777
37500,0.1,0.4,0.6000000000000001,0.0,17118,19318,13.647816997075854
37500,0.1,0.5,0.0,0.5,17185,16355,177.84162886570746
37500,0.1,0.5,0.1,0.4,16996,37310,14.441631024375205
37500,0.1,0.5,0.2,0.30000000000000004,17250,37322,14.357174646021333
37500,0.1,0.5,0.30000000000000004,0.19999999999999996,16922,37453,16.343605395781097
37500,0.1,0.5,0.4,0.09999999999999998,17075,28417,14.21833915870911
37500,0.1,0.5,0.5,0.0,17002,34284,17.553444942108182
37500,0.1,0.6000000000000001,0.0,0.3999999999999999,16966,16355,177.84162886570746
37500,0.1,0.6000000000000001,0.1,0.29999999999999993,16945,37149,16.045520620662984
37500,0.1,0.6000000000000001,0.2,0.19999999999999996,17086,37485,17.544042546100165
37500,0.1,0.6000000000000001,0.30000000000000004,0.09999999999999987,16847,36485,17.501738631436872
37500,0.1,0.6000000000000001,0.4,0.0,17123,33091,16.42278397886098
37500,0.1,0.7000000000000001,0.0,0.29999999999999993,16903,16355,177.84162886570746
37500,0.1,0.7000000000000001,0.1,0.19999999999999996,17270,37485,13.682257270285596
37500,0.1,0.7000000000000001,0.2,0.09999999999999987,16957,35568,13.672005622995787
37500,0.1,0.7000000000000001,0.30000000000000004,0.0,16937,29243,13.645328036544681
37500,0.1,0.8,0.0,0.19999999999999996,16995,16355,177.84162886570746
37500,0.1,0.8,0.1,0.09999999999999998,17135,37259,14.503722244053996
37500,0.1,0.8,0.2,0.0,17003,35691,14.733351641599592
37500,0.1,0.9,0.0,0.09999999999999998,16918,16355,177.84162886570746
37500,0.1,0.9,0.1,0.0,16674,37474,25.054665466034752
18750,0.2,0.0,0.0,1.0,15842,17218,180.6645329254244
18750,0.2,0.0,0.1,0.9,15867,16958,17.013383218407323
18750,0.2,0.0,0.2,0.8,15839,16958,17.013383218407323
18750,0.2,0.0,0.30000000000000004,0.7,15939,16958,17.013383218407323
18750,0.2,0.0,0.4,0.6,15815,16958,17.013383218407323
18750,0.2,0.0,0.5,0.5,16219,16958,17.013383218407323
18750,0.2,0.0,0.6000000000000001,0.3999999999999999,16187,14695,15.887698615552228
18750,0.2,0.0,0.7000000000000001,0.29999999999999993,15946,14695,15.887698615552228
18750,0.2,0.0,0.8,0.19999999999999996,16048,14695,15.887698615552228
18750,0.2,0.0,0.9,0.09999999999999998,16016,14695,15.887698615552228
18750,0.2,0.0,1.0,0.0,15951,14695,15.887698615552228
18750,0.2,0.1,0.0,0.9,15947,17218,180.6645329254244
18750,0.2,0.1,0.1,0.8,16116,14748,13.646351838628837
18750,0.2,0.1,0.2,0.7,16270,18246,13.980235777446014
18750,0.2,0.1,0.30000000000000004,0.6,16163,18480,15.330076271790803
18750,0.2,0.1,0.4,0.5,16214,17334,13.644941191252144
18750,0.2,0.1,0.5,0.4,16300,17392,15.301852727815707
18750,0.2,0.1,0.6000000000000001,0.29999999999999993,16380,18724,13.652622750339539
18750,0.2,0.1,0.7000000000000001,0.19999999999999996,16476,13623,17.129184785525528
18750,0.2,0.1,0.8,0.09999999999999998,16501,18536,14.385949416522186
18750,0.2,0.1,0.9,0.0,16354,15614,13.648754206401074
18750,0.2,0.2,0.0,0.8,16268,17218,180.6645329254244
18750,0.2,0.2,0.1,0.7,16175,16594,17.177624464411196
18750,0.2,0.2,0.2,0.6,16292,18480,18.088537114893366
18750,0.2,0.2,0.30000000000000004,0.5,16173,18637,16.294033778775418
18750,0.2,0.2,0.4,0.3999999999999999,16365,15607,14.198039588195552
18750,0.2,0.2,0.5,0.30000000000000004,16205,12835,13.644958561452873
